"table_schema","table_name","column_name","ordinal_position","data_type","is_nullable","column_default"
"public","saved_queries_versions","explore_name",6,"text","NO",NULL
"public","saved_queries_versions","filters",7,"jsonb","NO",NULL
"public","saved_queries_versions","row_limit",8,"integer","NO",NULL
"public","saved_queries_versions","chart_type",9,"text","NO",NULL
"public","saved_queries_versions","saved_query_id",10,"integer","NO",NULL
"public","saved_queries_versions","chart_config",11,"jsonb","YES",NULL
"public","saved_queries_versions","pivot_dimensions",12,"ARRAY","YES",NULL
"public","saved_queries_versions","updated_by_user_uuid",13,"uuid","YES",NULL
"public","saved_queries_versions","timezone",14,"character varying","YES",NULL
"public","saved_queries_versions","metric_overrides",15,"jsonb","YES",NULL
"public","saved_semantic_viewer_chart_versions","saved_semantic_viewer_chart_version_uuid",1,"uuid","NO","uuid_generate_v4()"
"public","saved_semantic_viewer_chart_versions","saved_semantic_viewer_chart_uuid",2,"uuid","NO",NULL
"public","saved_semantic_viewer_chart_versions","created_at",3,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","saved_semantic_viewer_chart_versions","semantic_layer_view",4,"character varying","YES",NULL
"public","saved_semantic_viewer_chart_versions","semantic_layer_query",5,"jsonb","YES","'{}'::jsonb"
"public","saved_semantic_viewer_chart_versions","config",6,"jsonb","YES","'{}'::jsonb"
"public","saved_semantic_viewer_chart_versions","chart_kind",7,"character varying","YES","'vertical_bar'::character varying"
"public","saved_semantic_viewer_chart_versions","created_by_user_uuid",8,"uuid","YES",NULL
"public","saved_semantic_viewer_charts","saved_semantic_viewer_chart_uuid",1,"uuid","NO","uuid_generate_v4()"
"public","saved_semantic_viewer_charts","project_uuid",2,"uuid","YES",NULL
"public","saved_semantic_viewer_charts","space_uuid",3,"uuid","YES",NULL
"public","saved_semantic_viewer_charts","dashboard_uuid",4,"uuid","YES",NULL
"public","saved_semantic_viewer_charts","created_at",5,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","saved_semantic_viewer_charts","created_by_user_uuid",6,"uuid","YES",NULL
"public","saved_semantic_viewer_charts","name",7,"text","NO",NULL
"public","saved_semantic_viewer_charts","description",8,"text","YES",NULL
"public","saved_semantic_viewer_charts","last_version_chart_kind",9,"character varying","YES","'vertical_bar'::character varying"
"public","saved_semantic_viewer_charts","last_version_updated_at",10,"timestamp without time zone","YES","CURRENT_TIMESTAMP"
"public","saved_semantic_viewer_charts","last_version_updated_by_user_uuid",11,"uuid","YES",NULL
"public","saved_semantic_viewer_charts","slug",12,"text","YES",NULL
"public","saved_semantic_viewer_charts","views_count",13,"integer","NO","0"
"public","saved_semantic_viewer_charts","first_viewed_at",14,"timestamp with time zone","YES",NULL
"public","saved_semantic_viewer_charts","last_viewed_at",15,"timestamp with time zone","YES","CURRENT_TIMESTAMP"
"public","saved_semantic_viewer_charts","search_vector",16,"tsvector","YES",NULL
"public","saved_sql","saved_sql_uuid",1,"uuid","NO","uuid_generate_v4()"
"public","saved_sql","project_uuid",2,"uuid","YES",NULL
"public","saved_sql","space_uuid",3,"uuid","YES",NULL
"public","saved_sql","dashboard_uuid",4,"uuid","YES",NULL
"public","saved_sql","created_at",5,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","saved_sql","created_by_user_uuid",6,"uuid","YES",NULL
"public","saved_sql","name",7,"text","NO",NULL
"public","saved_sql","description",8,"text","YES",NULL
"public","saved_sql","last_version_chart_kind",9,"character varying","YES","'vertical_bar'::character varying"
"public","saved_sql","last_version_updated_at",10,"timestamp without time zone","YES","CURRENT_TIMESTAMP"
"public","saved_sql","last_version_updated_by_user_uuid",11,"uuid","YES",NULL
"public","saved_sql","slug",12,"text","YES",NULL
"public","saved_sql","views_count",13,"integer","NO","0"
"public","saved_sql","first_viewed_at",14,"timestamp with time zone","YES",NULL
"public","saved_sql","search_vector",15,"tsvector","YES",NULL
"public","saved_sql","limit",16,"integer","YES",NULL
"public","saved_sql","last_viewed_at",17,"timestamp with time zone","YES","CURRENT_TIMESTAMP"
"public","saved_sql_versions","saved_sql_version_uuid",1,"uuid","NO","uuid_generate_v4()"
"public","saved_sql_versions","saved_sql_uuid",2,"uuid","NO",NULL
"public","saved_sql_versions","created_at",3,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","saved_sql_versions","sql",4,"text","NO",NULL
"public","saved_sql_versions","config",5,"jsonb","YES","'{}'::jsonb"
"public","saved_sql_versions","chart_kind",6,"character varying","YES","'vertical_bar'::character varying"
"public","saved_sql_versions","created_by_user_uuid",7,"uuid","YES",NULL
"public","saved_sql_versions","limit",8,"integer","YES",NULL
"public","scheduler","scheduler_uuid",1,"uuid","NO","uuid_generate_v4()"
"public","scheduler","name",2,"character varying","NO",NULL
"public","scheduler","created_at",3,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","scheduler","updated_at",4,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","scheduler","created_by",5,"uuid","NO",NULL
"public","scheduler","cron",6,"character varying","NO",NULL
"public","scheduler","saved_chart_uuid",7,"uuid","YES",NULL
"public","scheduler","dashboard_uuid",8,"uuid","YES",NULL
"public","scheduler","format",9,"character varying","NO","'image'::character varying"
"public","scheduler","options",10,"jsonb","YES",NULL
"public","scheduler","message",11,"text","YES",NULL
"public","scheduler","filters",12,"jsonb","YES",NULL
"public","scheduler","custom_viewport_width",13,"integer","YES",NULL
"public","scheduler","thresholds",14,"jsonb","YES",NULL
"public","scheduler","enabled",15,"boolean","YES","true"
"public","scheduler","notification_frequency",16,"character varying","YES",NULL
"public","scheduler","selected_tabs",17,"ARRAY","YES",NULL
"public","scheduler","timezone",18,"character varying","YES",NULL
"public","scheduler","include_links",19,"boolean","NO","true"
"public","scheduler_email_target","scheduler_email_target_uuid",1,"uuid","NO","uuid_generate_v4()"
"public","scheduler_email_target","created_at",2,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","scheduler_email_target","updated_at",3,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","scheduler_email_target","scheduler_uuid",4,"uuid","NO",NULL
"public","scheduler_email_target","recipient",5,"character varying","NO",NULL
"public","scheduler_log","job_id",1,"character varying","NO",NULL
"public","scheduler_log","task",2,"character varying","NO",NULL
"public","scheduler_log","job_group",3,"character varying","YES",NULL
"public","scheduler_log","scheduler_uuid",4,"uuid","YES",NULL
"public","scheduler_log","created_at",5,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","scheduler_log","scheduled_time",6,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","scheduler_log","status",7,"character varying","NO",NULL
"public","scheduler_log","target",8,"text","YES",NULL
"public","scheduler_log","target_type",9,"character varying","YES",NULL
"public","scheduler_log","details",10,"jsonb","YES",NULL
"public","scheduler_msteams_target","scheduler_msteams_target_uuid",1,"uuid","NO","uuid_generate_v4()"
"public","scheduler_msteams_target","created_at",2,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","scheduler_msteams_target","updated_at",3,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","scheduler_msteams_target","scheduler_uuid",4,"uuid","NO",NULL
"public","scheduler_msteams_target","webhook",5,"text","NO",NULL
"public","scheduler_slack_target","scheduler_slack_target_uuid",1,"uuid","NO","uuid_generate_v4()"
"public","scheduler_slack_target","created_at",2,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","scheduler_slack_target","updated_at",3,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","scheduler_slack_target","scheduler_uuid",4,"uuid","NO",NULL
"public","scheduler_slack_target","channel",5,"character varying","NO",NULL
"public","sessions","sid",1,"character varying","NO",NULL
"public","sessions","sess",2,"jsonb","NO",NULL
"public","sessions","expired",3,"timestamp with time zone","NO",NULL
"public","share","share_id",1,"integer","NO",NULL
"public","share","nanoid",2,"text","NO",NULL
"public","share","path",3,"text","NO",NULL
"public","share","params",4,"text","NO",NULL
"public","share","created_by_user_id",5,"integer","YES",NULL
"public","share","organization_id",6,"integer","NO",NULL
"public","share","created_at",7,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","slack_auth_tokens","slack_team_id",1,"character varying","NO",NULL
"public","slack_auth_tokens","organization_id",2,"integer","NO",NULL
"public","slack_auth_tokens","installation",3,"jsonb","YES",NULL
"public","slack_auth_tokens","created_by_user_id",4,"integer","YES",NULL
"public","slack_auth_tokens","notification_channel",5,"character varying","YES",NULL
"public","slack_auth_tokens","app_profile_photo_url",6,"character varying","YES",NULL
"public","space_group_access","group_uuid",1,"uuid","NO",NULL
"public","space_group_access","space_uuid",2,"uuid","NO",NULL
"public","space_group_access","space_role",3,"character varying","YES","'viewer'::character varying"
"public","space_group_access","created_at",4,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","space_group_access","updated_at",5,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","space_user_access","user_uuid",1,"uuid","NO",NULL
"public","space_user_access","space_uuid",2,"uuid","NO",NULL
"public","space_user_access","space_role",3,"character varying","YES","'viewer'::character varying"
"public","space_user_access","created_at",4,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","space_user_access","updated_at",5,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","spaces","space_id",1,"integer","NO",NULL
"public","spaces","space_uuid",2,"uuid","NO","uuid_generate_v4()"
"public","spaces","created_at",3,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","spaces","name",4,"text","NO",NULL
"public","spaces","project_id",5,"integer","NO",NULL
"public","spaces","is_private",6,"boolean","YES","false"
"public","spaces","created_by_user_id",7,"integer","YES",NULL
"public","spaces","search_vector",9,"tsvector","YES",NULL
"public","spaces","slug",10,"text","NO",NULL
"public","spaces","parent_space_uuid",11,"uuid","YES",NULL
"public","spaces","path",12,"USER-DEFINED","NO","''::ltree"
"public","spotlight_table_config","spotlight_table_config_uuid",1,"uuid","NO","uuid_generate_v4()"
"public","spotlight_table_config","project_uuid",2,"uuid","NO",NULL
"public","spotlight_table_config","column_config",3,"jsonb","YES",NULL
"public","ssh_key_pairs","public_key",1,"text","NO",NULL
"public","ssh_key_pairs","private_key",2,"bytea","NO",NULL
"public","table_selection_type","table_selection_type",1,"character varying","NO",NULL
"public","tags","tag_uuid",1,"uuid","NO","uuid_generate_v4()"
"public","tags","project_uuid",2,"uuid","NO",NULL
"public","tags","name",3,"text","NO",NULL
"public","tags","color",4,"text","NO",NULL
"public","tags","created_at",5,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","tags","created_by_user_uuid",6,"uuid","YES",NULL
"public","tags","yaml_reference",7,"character varying","YES",NULL
"public","user_attributes","user_attribute_uuid",1,"uuid","NO","uuid_generate_v4()"
"public","user_attributes","name",2,"character varying","NO",NULL
"public","user_attributes","description",3,"character varying","YES",NULL
"public","user_attributes","created_at",4,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","user_attributes","organization_id",5,"integer","NO",NULL
"public","user_attributes","attribute_default",6,"text","YES",NULL
"public","user_warehouse_credentials","user_warehouse_credentials_uuid",1,"uuid","NO","uuid_generate_v4()"
"public","user_warehouse_credentials","user_uuid",2,"uuid","NO",NULL
"public","user_warehouse_credentials","name",3,"text","NO",NULL
"public","user_warehouse_credentials","created_at",4,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","user_warehouse_credentials","updated_at",5,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","user_warehouse_credentials","warehouse_type",6,"character varying","NO",NULL
"public","user_warehouse_credentials","encrypted_credentials",7,"bytea","NO",NULL
"public","users","user_id",1,"integer","NO",NULL
"public","users","user_uuid",2,"uuid","NO","uuid_generate_v4()"
"public","users","first_name",3,"text","NO",NULL
"public","users","last_name",4,"text","NO",NULL
"public","users","created_at",5,"timestamp without time zone","NO","now()"
"public","users","is_marketing_opted_in",6,"boolean","NO","false"
"public","users","is_tracking_anonymized",7,"boolean","NO","false"
"public","users","is_setup_complete",8,"boolean","NO","true"
"public","users","is_active",9,"boolean","YES","true"
"public","users","updated_at",10,"timestamp with time zone","NO","CURRENT_TIMESTAMP"
"public","validations","validation_id",1,"integer","NO",NULL
"public","validations","created_at",2,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","validations","saved_chart_uuid",3,"uuid","YES",NULL
"public","validations","dashboard_uuid",4,"uuid","YES",NULL
"public","validations","error",5,"character varying","NO",NULL
"public","validations","project_uuid",6,"uuid","YES",NULL
"public","validations","error_type",7,"character varying","NO",NULL
"public","validations","chart_name",8,"character varying","YES",NULL
"public","validations","field_name",9,"character varying","YES",NULL
"public","validations","model_name",10,"character varying","YES",NULL
"public","validations","job_id",12,"character varying","YES",NULL
"public","validations","source",13,"character varying","YES",NULL
"public","warehouse_credentials","warehouse_credentials_id",1,"integer","NO",NULL
"public","warehouse_credentials","project_id",2,"integer","YES",NULL
"public","warehouse_credentials","created_at",3,"timestamp without time zone","NO","CURRENT_TIMESTAMP"
"public","warehouse_credentials","warehouse_type",4,"character varying","NO",NULL
"public","warehouse_credentials","encrypted_credentials",5,"bytea","NO",NULL
"public","warehouse_credentials_available_tables","database",1,"text","NO",NULL
"public","warehouse_credentials_available_tables","schema",2,"text","NO",NULL
"public","warehouse_credentials_available_tables","table",3,"text","NO",NULL
"public","warehouse_credentials_available_tables","project_warehouse_credentials_id",4,"integer","YES",NULL
"public","warehouse_credentials_available_tables","user_warehouse_credentials_uuid",5,"uuid","YES",NULL
"public","warehouse_credentials_available_tables","partition_column",6,"jsonb","YES",NULL
"public","warehouse_types","warehouse_type",1,"character varying","NO",NULL
